"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"989158","09003332320001341000000000U3","HERRERIA ARIES",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLEJON","CHABACANO","PRIVADA","NINGUNO","PRIVADA","TRIANGULO","EJE VIAL","8 SUR (CALZADA ERMITA IZTAPALAPA)","53",,,,,,"COLONIA","PRADO CHURUBUSCO",,,,"04230","09","CIUDAD DE MÉXICO","003","Coyoacán","0001","Coyoacán                                                                                                      ","0107","008",,,,"Fijo","19.35621457","-99.12257338","2010-07"
"638035","09005332320002071100000000U0","HERRERIA ARIES",,"332320","Fabricación de productos de herrería","0 a 5 personas","AVENIDA","BRECHA CERRO DEL CHIQUIHUITE","CALLE","CAPULINES","CALLE","SAN JUAN","CALLE","CENTRAL",,"SN",,,,,"COLONIA","PALMATITLA",,,,"07170","09","CIUDAD DE MÉXICO","005","Gustavo A. Madero","0001","Gustavo A. Madero                                                                                             ","2748","003",,,,"Fijo","19.55214783","-99.12852184","2010-07"
"651695","09002332320000251000000000U7","HERRERIA ARMAS",,"332320","Fabricación de productos de herrería","0 a 5 personas","AVENIDA","CALZADA DE LAS ARMAS","CALLE","FRANCISCO I. MADERO","CALLE","PLUTARCO ELIAS CALLES","CALLE","IGNACIO COMONFORT","139",,,,,,"COLONIA","AMPLIACIÓN SAN PEDRO XALPA",,,,"02719","09","CIUDAD DE MÉXICO","002","Azcapotzalco","0001","Azcapotzalco                                                                                                  ","0612","023","5538480804",,,"Fijo","19.47974067","-99.21977604","2010-07"
"10297248","09012332320004771000000000U9","HERRERIA ARRIAGA",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","MAGNOLIA","CALLE","MAGNOLIA","CALLE","FRESNO","CALLE","CAMINO AHUACATITLA","38","MZ.5 LT.38",,,,,"PUEBLO","SAN MIGUEL TOPILEJO",,,,"14500","09","CIUDAD DE MÉXICO","012","Tlalpan","0027","San Miguel Topilejo                                                                                           ","230A","002",,,,"Fijo","19.21039919","-99.16076257","2024-11"
"11839487","09012332310000252000000000U5","HERRERIA ART CENTER","FRANCISCO PADILLA","332310","Fabricación de estructuras metálicas","6 a 10 personas","CALLE","TRABAJO","CERRADA","11 Mártires","CALLE","Unión","CALLE","Ayuntamiento","31",,,,,,"COLONIA","LA FAMA",,,,"14269","09","CIUDAD DE MÉXICO","012","Tlalpan","0001","Tlalpan                                                                                                       ","0680","004",,,,"Fijo","19.29063449","-99.17714183","2025-04"
"9181855","09013332320003531000000000U6","HERRERIA ARTE E INOVACION EN HIERRO FORJADO",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","RIO SANTIAGO","CALLE","NUEVA","CALLE","CALLEJON PROLONGACION AQUILES SERDAN","CALLE","NUEVA","1",,,,,,"PUEBLO","SANTIAGO TEPALCATLALPAN",,,,"16200","09","CIUDAD DE MÉXICO","013","Xochimilco","0001","Xochimilco                                                                                                    ","0387","003","5528121566",,,"Fijo","19.24740069","-99.11925243","2019-11"
"8646836","09005332320005291000000000U1","HERRERIA ARTE EN METAL",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","SAN LORENZO","CALLE","PUERTO MARFIL","CALLE","FRANCISCO SARABIA","CALLE","FRANCISCO SARABIA","1",,,,,,"COLONIA","LOMA LA PALMA",,,,"07160","09","CIUDAD DE MÉXICO","005","Gustavo A. Madero","0001","Gustavo A. Madero                                                                                             ","0050","050","5540132935",,,"Fijo","19.55872075","-99.13967181","2019-11"
"8522616","09007811499008471010000000U4","HERRERIA ARTE Y ACERO QUEZADA HERMANOS",,"332320","Fabricación de productos de herrería","0 a 5 personas","AVENIDA","REPUBLICA FEDERAL DEL NORTE","CALLE","EUGENIO AGUIRRE BENAVIDEZ","CALLE","ELISSA ACUÑA Y ROSSETI","CALLE","MANUEL CARRION Y RUBIO","0","MZ 153 LT 31",,,,,"COLONIA","SANTA MARTHA ACATITLA NORTE",,,,"09410","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa                                                                                                    ","0638","005","5573447017",,,"Fijo","19.37544947","-99.01201625","2019-11"
"676726","09005332320004441000000000U3","HERRERIA ARTE Y DISEÑO",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","NORTE 60","CALLE","ORIENTE 91","CALLE","ORIENTE 95","CALLE","NORTE 58-A","3806",,,,,,"COLONIA","MÁRTIRES DE RÍO BLANCO",,,,"07880","09","CIUDAD DE MÉXICO","005","Gustavo A. Madero","0001","Gustavo A. Madero                                                                                             ","217A","016",,,,"Fijo","19.46148633","-99.11427253","2014-12"
"10720972","09011332320003791000000000U0","HERRERIA ARTESANAL",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","RIO AMECA","CALLE","CAMINO REAL (RIO AMECAMECA)","CERRADA","OFICIO","AVENIDA","CAMINO REAL",,"SN",,,,,"COLONIA","JARDINES DEL LLANO",,,,"13550","09","CIUDAD DE MÉXICO","011","Tláhuac","0021","San Juan Ixtayopan                                                                                            ","1018","033",,,,"Fijo","19.23692336","-98.99370547","2024-11"
"7643445","09013332320003431000000000U9","HERRERIA ARTESANAL EL FARITO",,"332320","Fabricación de productos de herrería","0 a 5 personas","AVENIDA","CARRETERA XOCHIMILCO TULYEHUALCO","CALLE","NINGUNO","CALLE","CALLEJON LA PLANTA","AVENIDA","MEXICO","8172",,,,,,"PUEBLO","LA PLANTA",,,,"16500","09","CIUDAD DE MÉXICO","013","Xochimilco","0001","Xochimilco                                                                                                    ","1154","020",,,,"Fijo","19.24618238","-99.07813693","2019-11"
"948033","09011332320001711000000000U0","HERRERIA ARTESANAL VILLALVA",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","ARTICULO TERCERO","CALLE","PROSA","CERRADA","SUR DEL COMERCIO","CALLE","EDUCACION PRIMARIA",,"SN",,,,,"COLONIA","JAIME TORRES BODET",,,,"13530","09","CIUDAD DE MÉXICO","011","Tláhuac","0021","San Juan Ixtayopan                                                                                            ","115A","041",,,,"Fijo","19.23323987","-98.99485029","2014-12"
"9901121","09011332320003551000000000U8","HERRERIA ARTEZANAL HORTIZ",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","CALZADA REFORMA AGRARIA","CALLE","FAROLITO (SUR 7)","CALLE","CANCIONERO (SUR 9)","CALLE","JUAN TORRE BLANCA (ORIENTE 26)",,"SN",,,"148",,"COLONIA","SAN JOSE",,,,"13020","09","CIUDAD DE MÉXICO","011","Tláhuac","0001","Tláhuac                                                                                                       ","0414","015","5575314557",,,"Fijo","19.27078801","-98.99534551","2024-11"
"11523390","09007332320014091000000000U0","HERRERIA ARTISTICA",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","12","CALLE","SUR 27","CALLE","ALBARRADA","EJE VIAL","6 SUR (AVENIDA JALISCO)","326","B",,,,,"COLONIA","LEYES DE REFORMA PRIMERA SECCIÓN",,,,"09310","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa                                                                                                    ","0572","023","5587031232",,,"Fijo","19.36345944","-99.06771229","2024-11"
"10932986","09011332320003751000000000U4","HERRERIA ASDRUBAL",,"332320","Fabricación de productos de herrería","0 a 5 personas","EJE VIAL","10 SUR CARRETERA A SANTA CATARINA","CALLE","MONTES CAUCASO","CERRADA","MONTES APENINOS","CALLE","AVENIDA SAN FRANCISCO TLALTENCO",,"SN",,,,,"COLONIA","SELENE",,,,"13420","09","CIUDAD DE MÉXICO","011","Tláhuac","0001","Tláhuac                                                                                                       ","0170","034","5547223941",,,"Fijo","19.29532827","-99.0045675","2024-11"
"893352","09015332320001191000000000U6","HERRERIA ATLAS",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","SERAPIO RENDON","CALLE","TOMAS ALVA EDISON","CALLE","VALENTIN GOMEZ FARIAS","CALLE","SADI CARNOT","184",,,,,,"COLONIA","SAN RAFAEL",,,,"06470","09","CIUDAD DE MÉXICO","015","Cuauhtémoc","0001","Cuauhtémoc                                                                                                    ","0697","001","5555669363",,,"Fijo","19.43874948","-99.15917161","2010-07"
"645859","09005332320000451000000000U6","HERRERIA ATLAS",,"332320","Fabricación de productos de herrería","0 a 5 personas","EJE VIAL","1 PONIENTE CALZADA VALLEJO","CALLE","24-A","CALLE","26-A","AVENIDA","3-A","1798",,,,,,"COLONIA","SANTA ROSA",,,,"07260","09","CIUDAD DE MÉXICO","005","Gustavo A. Madero","0001","Gustavo A. Madero                                                                                             ","0421","015",,,,"Fijo","19.5248521","-99.16758048","2010-07"
"842910","09007332320004161000000000U3","HERRERIA AVALOS",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","CERRO AZUL","AVENIDA","DE LAS TORRES","CALLE","CERRO DEL MIRADOR","CALLE","SANTA ROSA",,"SN",,,,,"COLONIA","BUENAVISTA",,,,"09700","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa                                                                                                    ","4096","027",,,,"Fijo","19.32617313","-99.02813222","2010-07"
"980727","09003332320001361000000000U1","HERRERIA AVANTE",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","XOTEPINGO","CALZADA","CALZADA DE TLALPAN","CALLE","JOSE MARIA MORELOS","CALLE","PEDRO ARVIZU","13",,,,"0","SN","COLONIA","EMILIANO ZAPATA",,,,"04815","09","CIUDAD DE MÉXICO","003","Coyoacán","0001","Coyoacán                                                                                                      ","0709","001","5547685556","JUANC71ES26@GMAIL.COM",,"Fijo","19.32814317","-99.13915437","2010-07"
"7619434","09013332320002931000000000U9","HERRERIA AVE FENIX",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","AVENIDA ACUEDUCTO","CERRADA","PRIMERA DE ACUEDUCTO","CALLE","RIO SAN LUCAS","CALLE","LA PRESA","10",,,,,,"PUEBLO","SAN LUCAS XOCHIMANCA",,,,"16300","09","CIUDAD DE MÉXICO","013","Xochimilco","0001","Xochimilco                                                                                                    ","0419","001",,,,"Fijo","19.24435442","-99.10992188","2019-11"
"1043422","09010332320001931000000000U6","HERRERIA AVENDAÑO",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","ARBOLEDAS","CALLE","BUGAMBILIA","CALLE","GARDENIA","CALLE","AZUCENA",,"SN",,,,,"COLONIA","LOMAS DE CHAMONTOYA",,,,"01857","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón                                                                                                ","174A","012","5531951518","EPILOPEZ940@GMAIL.COM",,"Fijo","19.32001466","-99.26707121","2010-07"
"9905525","09007332320014441000000000U7","HERRERIA AVILA","FELIPE AVILA","332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","VILLA OSO","CALLE","VILLA DE CANES","CALLE","VILLA DIESMA","CALLE","VILLA DOMINICO","16",,,,,,"COLONIA","DESARROLLO URBANO QUETZALCOATL",,,,"09700","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa                                                                                                    ","3064","005","5537617514","HERRERIAVILA@HOTMAIL.COM",,"Fijo","19.32844875","-99.03999367","2024-11"
"11094468","09003332320003001000000000U1","HERRERIA AVILA",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","TEJAMANIL","CALLE","XOCHIAPAN","CALLE","ACATEMPA","CALLE","AMATL","144",,,,,,"COLONIA","PEDREGAL DE SANTO DOMINGO",,,,"04369","09","CIUDAD DE MÉXICO","003","Coyoacán","0001","Coyoacán                                                                                                      ","0802","024","5573774178",,,"Fijo","19.32441789","-99.16769949","2024-11"
"860286","09012339950000011010000000U1","HERRERIA AVILES",,"332320","Fabricación de productos de herrería","0 a 5 personas","PRIVADA","BOCA JUNIORS","CALLE","VASCO DA GAMA","CALLE","BOCA JUNIORS","CALLE","AVENIDA FORESTAL","6","A",,,,"6 A","COLONIA","ARBOLEDAS DEL SUR",,,,"14376","09","CIUDAD DE MÉXICO","012","Tlalpan","0001","Tlalpan                                                                                                       ","0549","006","5523458900",,,"Fijo","19.2919638","-99.14023153","2010-07"
"646554","09007332320001611000000000U0","HERRERIA AVIÑA",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","CHAMIZAL","CALLE","XOLOTL","CALLE","TIZOC","CALLE","LAS ROSAS","100","BIS",,,,,"COLONIA","AMPLIACIÓN EL TRIUNFO",,,,"09410","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa                                                                                                    ","3632","007","5556337234",,,"Fijo","19.37737564","-99.11433773","2010-07"
"950802","09009332320000171000000000U2","HERRERIA AYALA",,"332320","Fabricación de productos de herrería","0 a 5 personas","AVENIDA","JOSE MARIA MORELOS","CALLE","TEPECUENTECH","CALLE","MORELOS","CALLE","TEPECUENTECH","337",,,,,,"PUEBLO","SAN SALVADOR CUAUHTENCO",,,,"12300","09","CIUDAD DE MÉXICO","009","Milpa Alta","0033","San Salvador Cuauhtenco                                                                                       ","0346","019",,,,"Fijo","19.19900807","-99.09704134","2014-12"
"917078","09012332320002641000000000U6","HERRERIA AYALA","ALBERTO GUZMAN","332320","Fabricación de productos de herrería","0 a 5 personas","CARRETERA","FEDERAL MEXICO CUERNAVACA","CERRADA","CERRADA DEL JAWEY","CERRADA","SEGUNDO JAGUEY","CALLE","CALLE DE LAS TORRES","5867",,,,,,"PUEBLO","MARÍA ESTHER ZUNO DE ECHEVERRÍA",,,,"14400","09","CIUDAD DE MÉXICO","012","Tlalpan","0001","Tlalpan                                                                                                       ","1744","045",,,,"Fijo","19.2579702","-99.1738958","2014-12"
"826990","09007332320005171000000000U1","HERRERIA AYALA",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","CERRADA CEDRO","EJE VIAL","8 SUR (CALZADA ERMITA IZTAPALAPA)","CALLE","CEDRO","CALLE","CEDRO","3430",,,,,,"PUEBLO","SANTA MARÍA AZTAHUACAN",,,,"09500","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa                                                                                                    ","1710","022","5519100584",,,"Fijo","19.34936045","-99.01844221","2010-07"
"9364757","09009332320001641000000000U3","HERRERIA AYALA",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","PROLONGACION NIÑOS HEROES","CALLE","NINGUNO","CALLE","CUAUHTEMOC","CALLE","CUAUHTEMOC",,"SN",,,,"SN","PUEBLO","SAN PEDRO ATOCPAN",,,,"12200","09","CIUDAD DE MÉXICO","009","Milpa Alta","0029","San Pedro Atocpan                                                                                             ","0469","041","5551560512","HORAYA03@GMAIL.COM",,"Fijo","19.19035279","-99.0506935","2021-05"
"10693249","09002332320002152000000000U5","HERRERIA AZCAPOTZALCO",,"332320","Fabricación de productos de herrería","6 a 10 personas","EJE VIAL","3 NORTE CALZADA CAMARONES","PRIVADA","SEGUNDA CERRADA CAMARONES","PRIVADA","PRIMERA CERRADA CAMARONES","CALLE","GALEANA",,"SN",,,,,"COLONIA","SANTA MARÍA MALINALCO",,,,"02050","09","CIUDAD DE MÉXICO","002","Azcapotzalco","0001","Azcapotzalco                                                                                                  ","0491","028",,,,"Fijo","19.4755111","-99.18263233","2024-11"
"800018","09005332320001681000000000U7","HERRERIA AZTECA",,"332320","Fabricación de productos de herrería","0 a 5 personas","AVENIDA","CAMINO A SAN JUAN DE ARAGON","CALLE","PUERTO COZUMEL","CALLE","PUERTO LA PAZ","CALLE","PUERTO TAMPICO","2",,,,,,"COLONIA","AMPLIACIÓN CASAS ALEMÁN",,,,"07580","09","CIUDAD DE MÉXICO","005","Gustavo A. Madero","0001","Gustavo A. Madero                                                                                             ","1909","016",,,,"Fijo","19.47496716","-99.08786892","2010-07"
"849028","09012332320001121000000000U0","HERRERIA AZTECA",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","HAMPOLOL","CALLE","SAMALA","CALLE","POPOLNA","CALLE","SAMALA","5","MZ 727 LT 5",,,,,"COLONIA","PEDREGAL DE SAN NICOLÁS PRIMERA SECCIÓN",,,,"14100","09","CIUDAD DE MÉXICO","012","Tlalpan","0001","Tlalpan                                                                                                       ","0303","024","5531969389",,,"Fijo","19.29429797","-99.23255342","2010-07"
"11728832","09012332320005071000000000U3","HERRERIA AZTECA",,"332320","Fabricación de productos de herrería","0 a 5 personas","CARRETERA","FEDERAL MÉXICO-CUERNAVACA","OTRO(ESPECIFIQUE)","Ahuacatitla","OTRO(ESPECIFIQUE)","Ninguno","OTRO(ESPECIFIQUE)","Camino Real",,"KM 30",,,,,"PUEBLO","SAN MIGUEL TOPILEJO",,,,"14500","09","CIUDAD DE MÉXICO","012","Tlalpan","0276","Lomas del Capulín (Kilómetro 30)                                                                              ","1246","800","5656456004",,,"Fijo","19.20354871","-99.15792402","2025-04"
"855158","09012332320000951000000000U1","HERRERIA AZTECAS",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","BOULEVARD PICACHO AJUSCO","CALLE","ENCINOS","CALLE","ACANTO","CALLE","HORTENSIAS","3","MZ 63 LOTE 3",,,,,"COLONIA","MIGUEL HIDALGO CUARTA SECCIÓN",,,,"14250","09","CIUDAD DE MÉXICO","012","Tlalpan","0001","Tlalpan                                                                                                       ","1462","008",,,,"Fijo","19.27371637","-99.20702463","2010-07"
"10970144","09007332320013151000000000U3","HERRERIA BACA",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","CAMINO A LA MAGUEYERA","CALLE","NINGUNO","CALLE","CAMINO AL PROGRESO","CALLE","VILLA VALENCIA","6","MZ2",,,,,"COLONIA","LA POLVORILLA",,,,"09750","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa                                                                                                    ","5380","012","5559929419",,,"Fijo","19.31647085","-99.04327104","2024-11"
"11224644","09004332320000991000000000U4","HERRERIA BAEZA","SERGIO BAEZA","332320","Fabricación de productos de herrería","0 a 5 personas","CERRADA","PRIVADA PROLONGACION PROGRESO","AVENIDA","DESIERTO DE LOS LEONES","CALLE","DOÑA JUANA","CALLE","DOÑA JUANA",,"SN",,,,,"COLONIA","SAN MATEO TLALTENANGO",,,,"05600","09","CIUDAD DE MÉXICO","004","Cuajimalpa de Morelos","0001","Cuajimalpa de Morelos                                                                                         ","0250","007",,,,"Fijo","19.32795031","-99.29247763","2024-11"
"8706504","09013332320003071000000000U3","HERRERIA BALLESTEROS","PROCORO BALLESTEROS","332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","AVENIDA MIGUEL HIDALGO","CALLE","AVENIDA CUAUHTEMOC","CALLE","GALEANA","CALLE","TEPEYAC","6",,,,,,"PUEBLO","SAN GREGORIO ATLAPULCO",,,,"16600","09","CIUDAD DE MÉXICO","013","Xochimilco","0001","Xochimilco                                                                                                    ","0353","023",,,,"Fijo","19.25237657","-99.05665474","2019-11"
"844243","09007332320008981000000000U0","HERRERIA BALTAZAR",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","CAMINO REAL A ZAPOTITLAN","CALLE","DOROTEO ARANGO","CALLE","PATRIA Y LIBERTAD","CALLE","MORELOS","51",,,,,,"COLONIA","DEGOLLADO",,,,"09700","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa                                                                                                    ","5520","035","5640006906",,,"Fijo","19.31605109","-99.04094732","2010-07"
"10038152","09009332320001821000000000U1","HERRERIA BAM BAM",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","BAJA CALIFORNIA","AVENIDA","GUANAJUATO ORIENTE","OTRO(ESPECIFIQUE)","PARCELA","CALLE","TEPETLAPA",,"SN",,,,,"PUEBLO","SAN JERONIMO MIACATLAN",,,,"12600","09","CIUDAD DE MÉXICO","009","Milpa Alta","0017","San Francisco Tecoxpa                                                                                         ","0384","019",,,,"Fijo","19.18861029","-99.01269266","2024-11"
"11454650","09005332320006451000000000U0","HERRERIA BARAJAS",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","NORTE 82","CALLE","ORIENTE 87","CALLE","ORIENTE 85","CALLE","NORTE 80-A","4404",,,,,,"COLONIA","NUEVA TENOCHTITLÁN",,,,"07890","09","CIUDAD DE MÉXICO","005","Gustavo A. Madero","0001","Gustavo A. Madero                                                                                             ","2288","030","5541784933",,,"Fijo","19.45471039","-99.10585972","2024-11"
"735271","09007332320004551000000000U5","HERRERIA BARRERA",,"332320","Fabricación de productos de herrería","0 a 5 personas","AVENIDA","DE LAS MINAS","CERRADA","SEGUNDA 15 DE ABRIL","CALLE","MANDARINA","CERRADA","PRIMERA 15 DE ABRIL",,"SN",,,,,"COLONIA","XALPA",,,,"09640","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa                                                                                                    ","5569","008",,,,"Fijo","19.33886155","-99.0192207","2010-07"
"790634","09007332320001311000000000U7","HERRERIA BARRIENTOS",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","1 ANGEL MAZON","CALLE","ANTONIO DIAZ SOTO Y GAMA","CALLE","3 ANGEL MAZON","CALLE","2 ANGEL MAZON","38",,,,,,"UNIDAD HABITACIONAL","UNIDAD VICENTE GUERRERO",,,,"09200","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa                                                                                                    ","1034","006",,,,"Fijo","19.35781752","-99.06048346","2010-07"
"1048072","09011332320000261000000000U7","HERRERIA BAUTISTA",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","PEZ CARDENAL","AVENIDA","PIRAÑA","CALLE","PEZ ANGEL","AVENIDA","OCEANO","152","M11 L152",,,,,"COLONIA","DEL MAR",,,,"13270","09","CIUDAD DE MÉXICO","011","Tláhuac","0001","Tláhuac                                                                                                       ","1287","006","5516807568",,,"Fijo","19.29194037","-99.06193243","2010-07"
"853938","09012332320002081000000000U5","HERRERIA BEEN S",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","YUCALPETEN","CALLE","XITLE","CALLE","MAYAHUEL","CALLE","AKIL","6","MZ 57 LT 6",,,,,"COLONIA","MIRADOR II",,,,"14748","09","CIUDAD DE MÉXICO","012","Tlalpan","0001","Tlalpan                                                                                                       ","1481","050","5524254948","BENNS.030888@GMAIL.COM",,"Fijo","19.27143551","-99.22236936","2014-12"
"7924353","09009332320001131000000000U5","HERRERIA BELMONT",,"332320","Fabricación de productos de herrería","0 a 5 personas","BOULEVARD","JOSE LOPEZ PORTILLO","PRIVADA","HIDALGO","CERRADA","TLEMAMANIA","AVENIDA","NICOLAS BRAVO",,"SN",,,,,"PUEBLO","SAN ANTONIO TECOMITL",,,,"12100","09","CIUDAD DE MÉXICO","009","Milpa Alta","0011","San Antonio Tecómitl                                                                                          ","0416","002","5583522246",,,"Fijo","19.22374225","-98.99295819","2019-11"
"873244","09009332320001021000000000U8","HERRERIA BELMONT",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","BOULEVARD JOSE LOPEZ PORTILLO","PRIVADA","NINGUNO","CALLE","PROLONGACION TECOXPA","PRIVADA","NINGUNO",,"SN",,,,,"PUEBLO","SAN FRANCISCO TECOXPA",,,,"12700","09","CIUDAD DE MÉXICO","009","Milpa Alta","0017","San Francisco Tecoxpa                                                                                         ","0365","040","5549258392",,,"Fijo","19.20107592","-99.00762327","2010-07"
"1020763","09008332320000271000000000U2","HERRERIA BELMONT",,"332320","Fabricación de productos de herrería","0 a 5 personas","AVENIDA","SAN JERONIMO","CALLE","BENITO JUAREZ","CALLE","MAGNOLIA","AVENIDA","SANTIAGO","1427",,,,,,"COLONIA","SAN JERÓNIMO LÍDICE",,,,"10200","09","CIUDAD DE MÉXICO","008","La Magdalena Contreras","0001","La Magdalena Contreras                                                                                        ","0118","005",,,,"Fijo","19.32103256","-99.23162759","2010-07"
"10694954","09009332320001761000000000U9","HERRERIA BELMONT",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","5 DE MAYO CARRETERA A TECOMITL","CALLE","LAS CRUCES","CALLE","20 DE NOVIEMBRE","CALLE","20 DE NOVIEMBRE","209",,,,,,"PUEBLO","SAN ANTONIO TECOMITL",,,,"12100","09","CIUDAD DE MÉXICO","009","Milpa Alta","0011","San Antonio Tecómitl                                                                                          ","0435","027","5546374346",,,"Fijo","19.2161765","-98.9847454","2024-11"
"9786236","09010332320002911000000000U7","HERRERIA BENITEZ",,"332320","Fabricación de productos de herrería","0 a 5 personas","CERRADA","ABASOLO","CALLE","GUSTAVO DIAZ ORDAZ","CALLE","GUSTAVO DIAZ ORDAZ","CALLE","NINGUNO","11","MZ1",,,,,"COLONIA","JALALPA TEPITO",,,,"01260","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón                                                                                                ","1487","012",,,,"Fijo","19.38031249","-99.22678159","2024-11"
"7192822","09007332320011121000000000U8","HERRERIA BENITEZ",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","YAMOLI","CALLE","TARAIS","CALLE","CANAL DE GARAY","CALLE","YAMOLI","6",,,,,,"COLONIA","LOS ÁNGELES",,,,"09830","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa                                                                                                    ","2808","025","5563381018","DAVID.BENITEZ170@GMAIL.COM",,"Fijo","19.33947318","-99.06510782","2019-11"
"11409061","09015332320002361000000000U4","HERRERIA BERMEJO","JUAN BERMEJO","332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","VENTURA G TENA","CALLE","ORIENTE 65-A","CALLE","JOSE SOTERO CASTAÑEDA","CALLE","JUAN HERNANDEZ Y DAVALOS","330",,,,,,"COLONIA","ASTURIAS",,,,"06890","09","CIUDAD DE MÉXICO","015","Cuauhtémoc","0001","Cuauhtémoc                                                                                                    ","1515","015","5535698146",,,"Fijo","19.40450312","-99.13164739","2024-11"
"793510","09007332320000351000000000U4","HERRERIA BETO",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","2 RAFAEL QUINTERO","CALLE","4 RAFAEL QUINTERO","EJE VIAL","6 SUR (AVENIDA LUIS MENDEZ)","CALLE","3 RAFAEL QUINTERO","59",,,,,,"COLONIA","UNIDAD VICENTE GUERRERO",,,,"09200","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa                                                                                                    ","1049","006",,,,"Fijo","19.36256662","-99.05593545","2010-07"
"8539190","09014332320000981000000000U4","HERRERIA BG",,"332320","Fabricación de productos de herrería","0 a 5 personas","EJE VIAL","7 A SUR GENERAL EMILIANO ZAPATA","CALLE","5 DE MAYO","EJE VIAL","1 PONIENTE (AVENIDA CUAUHTEMOC)","CALLE","LAS FLORES","458","4",,,,,"COLONIA","SANTA CRUZ ATOYAC",,,,"03310","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez                                                                                                 ","083A","002","5566191890",,,"Fijo","19.36942497","-99.1621711","2019-11"
